Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
Van,56324,Good,5,7,Diesel,Manual,800,115952,2023-07-20,2024-09-15,First,21485,4,1,12.475111437016333,Worn Out,Worn Out,Weak,1
Bus,51583,Poor,4,6,Electric,Manual,1000,45339,2024-01-18,2024-12-29,Third,21633,8,0,14.573763827356306,Good,Worn Out,New,1
Car,65839,Poor,5,9,Diesel,Automatic,1500,70550,2023-06-08,2024-12-25,First,28657,6,0,12.255410509992648,Worn Out,Good,Weak,1
Motorcycle,75000,Average,0,8,Diesel,Manual,2500,43055,2023-11-10,2025-07-30,Third,18553,7,0,12.562202861555,New,Good,New,0
Car,43962,Poor,4,1,Petrol,Manual,2000,132313,2023-12-26,2025-06-18,Third,17347,5,3,18.214799641238585,Worn Out,Worn Out,Weak,1
Bus,42523,Poor,5,10,Electric,Manual,2000,110080,2023-07-21,2025-12-15,First,19371,4,3,11.969440943237847,New,Good,Good,1
Bus,32605,Good,4,2,Petrol,Automatic,2000,34972,2023-12-11,2024-06-10,Second,15227,7,0,10.377535915831448,Worn Out,Worn Out,New,1
SUV,65869,Average,2,6,Diesel,Manual,1500,124519,2023-05-30,2025-06-29,Third,7883,8,0,14.007781501391065,New,Worn Out,New,1
Motorcycle,31837,Good,5,7,Petrol,Automatic,800,122007,2023-12-11,2024-05-14,Second,12191,2,1,11.764144717155505,New,Worn Out,New,1
Car,44050,Good,2,6,Petrol,Manual,2500,97962,2023-05-02,2024-07-22,Second,22748,9,3,16.219395801044122,Worn Out,Worn Out,Good,1
Van,64684,Average,1,5,Diesel,Manual,2500,99517,2023-05-28,2024-09-10,First,12220,9,2,19.491394724428257,New,Worn Out,Weak,1
Truck,35701,Average,0,4,Petrol,Manual,2500,59144,2024-01-25,2024-10-11,First,9768,3,2,10.050394863672471,Good,Good,New,0
Car,65669,Good,0,9,Electric,Manual,1000,47487,2023-04-22,2025-11-25,Third,9246,6,2,10.63910642843408,Worn Out,New,Good,0
Motorcycle,64777,Good,2,10,Electric,Automatic,2500,14366,2024-01-15,2025-01-22,Third,13075,6,0,12.52842017681391,New,New,Weak,1
Truck,34872,Good,4,8,Electric,Automatic,1000,133044,2023-06-21,2025-07-28,Third,15091,10,0,19.92811826646344,Good,New,Good,1
Car,78469,Poor,1,10,Petrol,Automatic,2500,126007,2023-07-11,2024-06-12,First,17385,10,3,15.173730004416065,Good,New,Good,1
Truck,42927,Average,4,9,Petrol,Automatic,800,118326,2023-04-30,2025-12-18,Second,19903,8,2,13.890178594495914,New,Good,Good,1
Motorcycle,70675,Poor,2,4,Electric,Automatic,1500,17460,2024-01-25,2025-01-09,Third,16366,8,1,11.466904030483377,Worn Out,Good,New,1
SUV,54206,Poor,2,10,Petrol,Manual,800,86679,2023-09-25,2025-10-07,Third,17691,1,2,19.56267293849597,Worn Out,New,Good,1
Bus,64610,Poor,5,7,Petrol,Manual,1000,84076,2023-06-15,2025-11-12,Third,8206,7,0,10.421855945033549,New,Worn Out,Weak,1
Bus,67506,Good,5,5,Diesel,Manual,2500,46108,2023-12-10,2025-09-14,Third,17765,4,0,14.310561276910349,New,New,New,1
Car,40396,Good,5,9,Electric,Automatic,1000,93674,2023-08-09,2025-01-21,First,21403,5,2,11.598541078179084,New,New,Weak,1
Car,76278,Poor,3,9,Petrol,Automatic,2500,97157,2023-12-07,2024-06-21,Second,17933,1,1,10.390277665191515,Worn Out,Good,New,1
Truck,45528,Average,1,3,Electric,Manual,2500,133438,2023-06-22,2024-11-03,First,18599,10,1,12.864731879183775,New,Good,Good,0
Van,45942,Poor,0,5,Diesel,Automatic,1000,17136,2023-10-20,2025-12-18,Third,16680,4,3,18.032431966578987,New,Good,New,0
Motorcycle,31826,Average,4,5,Diesel,Manual,800,6850,2023-06-30,2026-01-24,First,15710,4,2,17.892583588704557,Good,New,New,1
Car,69669,Average,3,7,Diesel,Manual,1500,98675,2023-05-23,2025-07-22,Third,18745,3,0,12.42048643577164,Worn Out,Worn Out,Weak,1
Van,39080,Poor,2,5,Petrol,Automatic,800,29024,2023-12-02,2024-07-02,Second,14973,2,3,14.342612175766757,Worn Out,New,New,1
SUV,73778,Poor,5,4,Petrol,Automatic,1500,1892,2023-08-16,2024-06-27,Second,15722,10,3,13.05394906212037,New,New,Good,1
Truck,36852,Poor,5,9,Diesel,Manual,2000,117441,2023-08-21,2025-03-17,Third,17203,8,0,13.362343142799128,Good,Good,New,1
Motorcycle,33533,Good,1,9,Electric,Manual,800,140583,2023-07-23,2024-11-13,Third,14416,10,0,19.712587592332696,Worn Out,New,Good,0
Van,71216,Good,2,8,Diesel,Manual,2000,139871,2023-06-29,2024-10-04,First,28602,8,1,12.967672631022882,Good,Good,Good,0
Motorcycle,75750,Average,4,6,Petrol,Automatic,2500,102946,2023-10-09,2024-08-31,First,20416,3,0,18.685251883476752,Good,Good,New,1
Motorcycle,53364,Average,3,6,Diesel,Manual,800,49774,2023-11-27,2024-12-01,Third,24962,4,3,16.060911681601617,Good,Worn Out,New,1
Van,42693,Poor,2,10,Diesel,Automatic,1000,61719,2023-08-07,2025-02-22,Third,19303,1,2,18.92419080647658,New,Good,New,1
Bus,65279,Poor,4,9,Electric,Manual,1500,40342,2023-12-04,2026-01-23,Third,27140,1,0,13.032943202450296,Worn Out,Good,Good,1
SUV,71181,Good,3,2,Diesel,Manual,800,78588,2023-06-10,2024-05-04,Second,15393,6,3,13.244747318836971,New,Worn Out,Weak,1
Van,34538,Good,4,10,Electric,Manual,2500,149681,2023-04-19,2025-10-22,First,14766,3,3,12.39120286957123,Good,Good,Good,1
Van,64097,Good,4,2,Diesel,Manual,800,115753,2023-05-22,2026-03-07,Third,28623,4,1,10.684649343115867,Worn Out,Good,Good,1
Bus,41839,Poor,1,3,Electric,Manual,2000,94250,2023-04-25,2025-08-12,Third,5278,1,2,14.891639829234697,Worn Out,New,Weak,1
Van,53362,Average,0,4,Electric,Automatic,2000,32609,2023-07-16,2025-02-28,Second,26704,6,1,16.691803753268786,Good,Good,Good,0
Bus,61540,Poor,4,4,Diesel,Manual,1500,87603,2024-02-04,2025-05-13,Second,26437,7,1,19.119153830348097,Worn Out,New,Good,1
Car,51370,Poor,2,6,Petrol,Automatic,1000,75975,2024-01-17,2025-02-08,First,17624,8,1,19.17592223777643,Worn Out,New,New,1
Truck,37741,Average,0,8,Petrol,Manual,800,67849,2023-04-05,2024-07-06,Second,6867,10,3,11.5285742028913,Worn Out,Good,Weak,1
Bus,65200,Good,1,6,Petrol,Manual,1000,123437,2023-07-24,2025-12-23,Third,18584,10,1,15.016884395594865,Worn Out,Good,Weak,1
Car,47284,Average,4,9,Electric,Automatic,1500,108353,2024-01-30,2025-04-15,Third,15654,5,2,17.989057592541066,New,Good,Weak,1
Van,76309,Good,3,9,Diesel,Automatic,2000,106325,2023-10-02,2025-03-30,Third,29373,10,3,18.769031697945053,Worn Out,Worn Out,New,1
Bus,59812,Poor,1,5,Diesel,Automatic,800,12410,2023-10-31,2025-04-19,Third,7375,2,1,16.96160335474096,New,Good,Good,0
Car,53648,Average,3,8,Electric,Manual,1500,102293,2023-10-06,2024-11-28,Second,27803,9,3,12.854238175872602,Good,Good,Weak,1
Car,58268,Average,5,8,Diesel,Manual,800,55610,2023-05-04,2025-06-12,First,10997,1,2,18.382400933066982,Good,New,New,1
Motorcycle,62930,Average,5,8,Diesel,Automatic,1500,25925,2023-09-15,2024-10-28,Third,25728,7,0,10.90299822062226,Good,New,New,1
SUV,51543,Good,0,9,Electric,Manual,2500,136929,2023-10-14,2025-12-11,Second,17314,6,3,14.131528699062265,Good,Good,Good,0
Motorcycle,47874,Average,0,2,Electric,Automatic,2000,77623,2023-09-09,2024-10-01,Second,15421,1,3,16.741153451888167,Worn Out,New,Weak,1
Van,50495,Poor,2,10,Diesel,Manual,1000,56147,2023-04-28,2025-04-07,Second,27391,2,2,17.042007873932548,New,Worn Out,New,1
Van,62248,Poor,1,2,Diesel,Automatic,1000,50752,2023-10-01,2024-12-13,Third,9929,2,3,10.290732593745096,Good,New,Good,0
Truck,58859,Average,3,10,Petrol,Automatic,800,16438,2023-06-10,2025-09-06,Second,25464,9,0,17.734365679433015,Worn Out,Worn Out,Good,1
Motorcycle,44839,Poor,0,3,Petrol,Automatic,2500,52264,2023-10-22,2025-06-26,First,19848,8,2,18.695672727959582,Worn Out,Good,Good,1
Car,30769,Good,5,7,Diesel,Manual,800,113279,2023-06-14,2025-06-04,Second,25391,3,2,15.887459941202541,Good,Worn Out,Weak,1
Truck,36408,Poor,4,2,Petrol,Manual,800,33356,2023-05-04,2024-11-09,Third,17048,6,0,13.53719517236615,Good,Good,Weak,1
Bus,74929,Poor,5,6,Diesel,Automatic,800,107202,2023-06-30,2026-03-05,First,13499,6,0,17.499499004238768,Worn Out,Worn Out,Good,1
Motorcycle,52269,Good,2,7,Diesel,Automatic,1000,100886,2023-07-31,2025-09-19,Second,16100,4,0,14.509721464550903,New,Worn Out,Good,1
Bus,51966,Average,2,6,Petrol,Manual,2000,125668,2023-07-04,2024-10-03,Third,27420,2,1,13.80524913982969,Good,Worn Out,New,1
SUV,74251,Poor,5,4,Diesel,Manual,1000,65960,2023-06-06,2025-02-28,Second,27149,7,1,18.609297822418775,Worn Out,Good,Good,1
Motorcycle,59596,Average,3,8,Electric,Manual,1500,35985,2023-10-11,2025-08-09,First,11172,10,3,19.90829407373445,Worn Out,Good,New,1
Car,51589,Good,0,10,Diesel,Manual,800,89536,2023-12-13,2025-12-29,Third,14202,6,1,16.718962011136608,New,Good,Weak,1
Car,71744,Good,5,5,Petrol,Automatic,1000,126741,2023-11-01,2025-05-28,Second,20099,4,1,10.651432417583615,Worn Out,Good,Weak,1
Truck,36524,Poor,0,10,Diesel,Automatic,2000,7653,2023-09-05,2024-10-01,Second,8917,9,2,14.564918710748419,Good,Worn Out,New,1
Van,61443,Good,1,5,Electric,Automatic,1500,57462,2023-05-19,2024-07-21,Second,22668,7,1,17.632216331352353,New,Good,Weak,1
Car,77539,Good,1,8,Petrol,Automatic,1000,123598,2023-05-21,2025-10-19,Third,13344,1,1,15.979221837696066,Good,New,Weak,1
Truck,31577,Average,0,9,Diesel,Manual,800,105606,2024-02-10,2025-01-18,Third,17084,3,0,19.498923522382924,Worn Out,Worn Out,Good,1
Car,75865,Average,4,6,Diesel,Automatic,800,149534,2024-02-24,2024-10-26,Third,20494,7,0,16.1607384383438,Good,Worn Out,New,1
SUV,33004,Good,5,3,Diesel,Automatic,2500,113001,2023-12-28,2026-03-17,Second,23732,1,1,14.030660916479192,Worn Out,New,Good,1
SUV,73921,Average,3,2,Petrol,Manual,2500,112297,2023-10-20,2025-03-05,First,9746,8,2,16.137572030129892,New,Good,Good,1
Van,74682,Poor,5,1,Electric,Manual,1500,67292,2023-04-04,2025-06-17,Second,20157,7,0,14.330856104428749,Worn Out,Worn Out,Weak,1
Motorcycle,46603,Average,2,4,Petrol,Manual,2000,82428,2023-09-22,2025-11-04,First,14127,8,2,12.881361837864594,Good,Good,New,1
Van,35638,Average,4,6,Petrol,Automatic,800,66893,2023-08-22,2025-04-16,Second,16409,7,2,19.245125535436998,New,Good,Good,1
SUV,74781,Poor,5,9,Electric,Automatic,800,66147,2024-02-13,2024-09-26,Second,9953,6,3,19.73209605361977,Worn Out,New,New,1
Truck,56308,Average,1,4,Electric,Manual,2000,90293,2023-11-07,2024-10-25,Third,14861,4,0,19.291150368003887,Good,Worn Out,Good,1
Van,38238,Average,4,2,Electric,Automatic,1000,9722,2023-08-28,2025-03-29,First,11450,3,0,15.698927634239759,Worn Out,Good,Good,1
Car,38313,Good,1,6,Electric,Manual,2500,18140,2024-02-12,2025-08-29,First,22159,3,0,18.484946567420433,New,New,New,0
Bus,51745,Average,4,3,Diesel,Automatic,1000,126019,2023-10-23,2025-02-08,Third,29569,9,2,18.126552387197595,New,Worn Out,Weak,1
SUV,60476,Poor,1,5,Electric,Automatic,1000,92528,2023-07-28,2024-07-20,First,26471,8,3,13.751040177611895,New,New,Weak,1
Truck,58896,Average,1,4,Petrol,Manual,1000,118233,2024-02-23,2025-04-12,First,26495,3,0,19.58445675051518,New,New,Weak,1
Motorcycle,49184,Poor,0,1,Electric,Manual,2000,77354,2023-08-24,2025-10-24,Third,12255,5,1,15.177720839812112,Good,Good,New,0
Motorcycle,60724,Average,0,2,Electric,Manual,1000,84687,2023-06-19,2026-02-24,Third,14915,6,1,17.16604634835813,Good,Worn Out,Good,1
Truck,57262,Good,1,1,Petrol,Automatic,2000,57123,2023-12-09,2025-07-03,Third,13630,5,2,13.261316419040073,New,Good,Weak,1
Bus,36734,Good,5,7,Petrol,Automatic,2500,81666,2023-10-23,2026-01-29,First,5532,10,3,15.096559826254747,Worn Out,Worn Out,Weak,1
Truck,76050,Poor,0,5,Petrol,Manual,2500,68228,2023-09-17,2026-01-08,Second,8851,5,3,11.759053114418938,Worn Out,Worn Out,New,1
Truck,41459,Good,0,6,Petrol,Automatic,800,26718,2023-07-30,2025-06-08,First,5453,1,3,15.727135746963334,Good,Good,New,0
Motorcycle,43257,Average,5,2,Diesel,Automatic,2000,135980,2023-09-30,2025-06-27,Second,14857,8,1,14.337030143689951,Good,Worn Out,Good,1
Van,59164,Poor,0,1,Petrol,Automatic,800,32055,2024-01-09,2024-07-10,First,15667,1,0,14.599286876177286,Good,New,Good,0
Bus,78669,Average,3,3,Petrol,Automatic,2500,65498,2024-02-18,2024-08-26,Third,14498,7,2,12.79118081371731,Good,Good,Good,1
SUV,33671,Average,3,3,Diesel,Manual,800,128919,2023-06-12,2024-11-15,First,25173,5,0,13.045776718959788,New,Worn Out,Good,1
SUV,41703,Poor,4,7,Petrol,Automatic,2500,87678,2023-12-15,2025-11-11,First,28732,9,0,17.572385423763098,Good,Good,Weak,1
Van,48020,Poor,4,5,Electric,Manual,1000,81860,2023-05-15,2025-11-17,Second,12101,4,1,17.4665562322016,Worn Out,Good,Weak,1
Car,43564,Poor,4,5,Petrol,Manual,1000,58266,2023-04-09,2024-06-18,Second,29048,10,2,13.943108127409857,New,New,New,1
Motorcycle,45882,Average,4,3,Electric,Automatic,2500,22283,2024-02-14,2024-07-18,Third,25601,3,1,15.763490663571012,New,Worn Out,Good,1
Van,43569,Average,1,4,Petrol,Automatic,800,120629,2024-02-09,2025-06-29,First,22119,4,2,19.062237579927235,New,Good,New,0
Van,65139,Poor,4,5,Diesel,Manual,2500,127732,2024-02-24,2024-09-21,First,12760,6,2,17.933615563958995,Good,Worn Out,New,1
Van,73521,Average,5,7,Diesel,Automatic,1500,15137,2023-11-21,2025-09-18,First,29075,4,0,18.220589162553253,New,Worn Out,Good,1
Car,47546,Average,1,1,Petrol,Manual,2500,126017,2023-11-16,2025-09-25,Second,8918,3,2,15.098212377933592,Good,New,New,0
Motorcycle,49445,Good,2,9,Electric,Manual,2500,28885,2023-04-04,2024-10-15,Third,27669,10,0,17.875302165288016,Worn Out,Worn Out,Good,1
Motorcycle,32292,Good,5,3,Electric,Manual,1500,8282,2023-11-20,2024-05-27,Second,22920,2,3,11.441425563602488,New,New,Good,1
SUV,38815,Good,4,2,Diesel,Automatic,2000,139405,2023-07-15,2025-02-23,Third,19382,9,2,18.41550381985361,New,Good,Good,1
Van,37596,Good,3,5,Petrol,Manual,2500,71244,2023-09-29,2024-10-23,Third,29589,4,1,11.74924656780947,Good,Good,Good,0
Truck,53095,Poor,5,8,Electric,Manual,2000,17016,2023-04-17,2024-09-22,Third,21551,1,3,13.457278667669748,Worn Out,Worn Out,New,1
SUV,75308,Poor,4,1,Electric,Automatic,2000,27536,2023-12-21,2024-06-06,Second,20963,2,0,13.219134108883619,Good,New,Weak,1
Motorcycle,58096,Good,4,5,Petrol,Manual,2000,87026,2023-09-03,2024-06-18,First,10263,9,1,16.175403430651595,Good,Worn Out,Weak,1
Bus,58044,Poor,3,10,Petrol,Manual,800,62339,2024-02-15,2024-07-20,Third,20551,1,0,11.24248006684946,Worn Out,New,Weak,1
Truck,79325,Good,3,10,Electric,Manual,800,93928,2024-02-20,2024-11-19,Second,23998,3,0,18.939062126523712,Good,Good,Good,0
Truck,57789,Poor,1,6,Petrol,Automatic,1500,85699,2023-10-12,2024-10-24,First,21489,2,3,12.249094823347868,Worn Out,Good,Good,0
Car,30952,Average,1,7,Electric,Automatic,2500,123614,2023-03-31,2024-05-12,First,6348,7,1,11.412138630837113,New,New,Weak,1
Motorcycle,30502,Average,2,6,Petrol,Manual,2500,94424,2023-07-05,2025-02-01,First,27177,1,1,15.593464973354944,Good,New,Weak,1
Van,48590,Average,5,4,Diesel,Manual,2500,30423,2023-05-13,2026-02-24,Second,20966,5,1,18.799301358441646,Good,New,New,1
Car,51478,Average,2,9,Diesel,Manual,800,140377,2023-05-19,2024-05-31,Second,13531,1,2,17.27874975563123,Good,Worn Out,New,1
Motorcycle,41418,Poor,0,3,Petrol,Manual,800,103978,2023-05-14,2024-06-06,Third,16541,7,2,17.276067756851923,Worn Out,Worn Out,New,1
Van,42552,Average,4,8,Petrol,Manual,2000,102292,2023-07-19,2025-12-16,Third,21044,3,1,12.211996079695385,New,New,Weak,1
Truck,43459,Average,1,8,Diesel,Automatic,1500,98338,2023-05-16,2024-08-13,Third,18523,4,1,18.823844736543357,New,Worn Out,Weak,1
Van,51893,Good,2,4,Petrol,Automatic,1000,138668,2023-12-24,2025-08-28,Third,29964,4,2,12.559715869348459,Worn Out,Good,New,0
Bus,32518,Average,1,5,Electric,Automatic,1500,59054,2023-06-02,2025-10-04,First,5872,2,0,10.773224329172898,New,Good,Good,0
Car,72612,Poor,0,8,Petrol,Manual,1000,26657,2023-05-29,2025-03-17,Second,27482,5,0,10.975624458006237,New,Worn Out,Weak,1
Motorcycle,77579,Average,3,1,Petrol,Manual,2500,141924,2023-10-20,2025-12-02,Second,5859,3,0,15.070514719394497,New,New,New,1
Motorcycle,40705,Good,5,8,Electric,Automatic,1500,143343,2023-09-27,2024-07-19,First,18516,10,1,13.23591805239484,Worn Out,Good,New,1
SUV,55216,Poor,1,10,Petrol,Automatic,2500,132141,2023-06-24,2025-09-08,Second,19564,8,1,12.918069816564898,Worn Out,Good,Good,0
SUV,42917,Good,3,4,Electric,Manual,1000,33459,2023-09-04,2025-04-24,First,12446,4,2,11.207492537431733,Good,New,Good,0
Bus,79825,Good,5,8,Electric,Manual,2000,104578,2023-09-17,2025-02-28,Second,10575,1,0,15.983953232675688,Worn Out,New,Good,1
Bus,55515,Poor,2,9,Petrol,Manual,1000,115089,2023-12-27,2024-11-17,Third,19565,10,2,12.027950275249708,Good,Good,New,1
SUV,41026,Poor,4,1,Petrol,Automatic,800,127539,2023-04-19,2024-09-16,Second,19476,8,2,10.518567454303101,Good,New,Good,1
SUV,70871,Average,5,8,Petrol,Manual,1500,12750,2024-02-19,2025-04-30,Second,16156,1,3,14.982267614947599,Worn Out,Good,New,1
Bus,56467,Poor,0,3,Petrol,Automatic,1000,54976,2024-01-28,2025-08-16,Second,20253,3,3,15.528213634656252,Good,New,Good,0
Motorcycle,50398,Poor,2,4,Electric,Manual,1500,34449,2024-02-02,2025-03-04,Third,11237,1,3,13.81320110272304,Good,Worn Out,Weak,1
Motorcycle,60989,Good,5,6,Electric,Manual,2000,24186,2023-12-04,2024-05-22,First,29169,2,3,16.435669172120036,Worn Out,Worn Out,New,1
Truck,67830,Poor,4,5,Diesel,Manual,1500,20334,2024-02-01,2025-11-27,Second,11186,2,2,15.632321311021556,New,Worn Out,New,1
Truck,35190,Average,0,3,Electric,Manual,1500,74247,2023-04-06,2025-03-30,Second,8130,2,0,18.173754578652122,Worn Out,New,New,0
Car,42912,Good,0,7,Petrol,Automatic,800,67205,2023-05-14,2025-03-31,Second,28059,4,1,19.516634727225735,Worn Out,New,Weak,1
SUV,74748,Good,3,2,Petrol,Automatic,1000,117791,2023-12-11,2024-10-24,Second,24923,1,1,10.540360557749711,New,Good,New,0
Truck,63362,Poor,4,9,Diesel,Manual,800,133803,2023-12-06,2024-10-11,First,10623,7,0,12.283667741383105,Worn Out,Good,New,1
Bus,41102,Poor,2,3,Electric,Automatic,800,89620,2023-08-10,2024-06-17,Second,10588,2,0,16.984990826800328,New,Worn Out,Good,1
Car,35229,Good,1,8,Diesel,Manual,1500,141243,2024-01-16,2025-06-06,Third,29297,7,2,19.361125205863146,Good,Worn Out,Good,1
Motorcycle,73695,Poor,4,5,Electric,Automatic,800,7864,2023-09-17,2025-08-16,Third,29770,6,3,15.562848380378664,Good,Good,Good,1
Motorcycle,44528,Poor,2,7,Electric,Manual,2000,21167,2023-12-01,2026-02-03,Second,29579,8,3,11.027799926562986,Worn Out,Good,Weak,1
Van,66754,Average,0,8,Diesel,Manual,2500,77774,2023-03-31,2024-05-26,First,22810,4,0,11.491605670905443,New,New,Good,0
SUV,31664,Poor,0,4,Electric,Automatic,2000,143221,2023-11-26,2026-03-25,Third,20865,9,0,12.799410389271802,New,Good,Weak,1
Van,59007,Average,4,10,Petrol,Manual,1000,138184,2024-02-27,2026-01-04,Third,22746,3,1,19.60333384894119,New,New,New,1
SUV,50718,Good,5,8,Diesel,Automatic,800,14488,2023-06-23,2025-11-09,Third,6048,8,1,16.271431095447287,New,Good,Weak,1
Van,73894,Poor,2,9,Petrol,Manual,2500,69243,2023-05-22,2024-11-25,First,29143,10,2,15.808132146135222,Good,Worn Out,Good,1
SUV,30743,Average,4,4,Petrol,Manual,1000,15527,2023-07-03,2026-02-26,Second,22126,7,0,19.859701233937198,Worn Out,New,Weak,1
Van,41244,Average,5,2,Electric,Automatic,800,81019,2023-05-02,2025-01-16,Third,16738,5,3,15.704874161092947,Good,New,Weak,1
Car,50007,Average,1,1,Petrol,Automatic,1500,76622,2023-12-09,2025-01-29,First,7990,6,2,19.633192445412547,Worn Out,Good,Weak,1
Truck,59470,Average,2,10,Diesel,Automatic,800,67626,2023-06-10,2024-07-21,Second,7691,5,1,14.620640047616925,Good,Worn Out,Weak,1
Truck,47720,Average,5,8,Electric,Manual,1000,9809,2023-11-20,2025-08-14,Third,9129,1,2,16.090634699764905,Worn Out,Good,Weak,1
SUV,43229,Poor,4,5,Electric,Manual,1000,37531,2024-01-27,2025-06-16,Second,20067,1,2,10.95598349794916,Worn Out,Worn Out,Weak,1
Truck,37402,Good,0,5,Electric,Manual,2500,47080,2023-12-08,2025-01-26,Third,16196,7,1,18.153833287007433,Worn Out,Worn Out,New,1
Motorcycle,37505,Average,0,7,Petrol,Manual,2500,140505,2024-01-19,2026-01-22,Second,14272,7,0,19.550096595838042,Good,New,Weak,1
Bus,35967,Good,0,7,Electric,Manual,1500,117777,2023-11-23,2025-03-19,First,12726,9,2,13.951414331411787,Good,New,Weak,1
Truck,74433,Poor,2,6,Petrol,Automatic,2500,13844,2023-11-01,2024-11-01,Second,18403,7,2,15.491631517231175,Good,Good,Weak,1
Motorcycle,56013,Good,2,2,Electric,Automatic,1000,90539,2024-01-07,2025-03-08,Second,21413,10,2,11.62499371276492,New,Good,Weak,1
SUV,61438,Good,5,9,Diesel,Automatic,2000,116531,2023-04-02,2024-09-16,Second,9619,1,2,19.73394670624525,New,New,Weak,1
Van,38511,Poor,3,5,Petrol,Manual,800,133785,2023-11-20,2026-03-16,Third,5917,7,3,11.010047854402142,Worn Out,New,Weak,1
Van,49410,Average,3,8,Petrol,Automatic,2000,27005,2023-08-11,2024-08-27,Third,19498,4,2,16.044104142783596,Good,Worn Out,Good,1
Car,75017,Poor,3,4,Electric,Automatic,800,119835,2023-06-02,2025-01-31,Second,21680,3,2,16.057066221860516,Worn Out,Good,New,1
Car,69141,Poor,1,9,Electric,Automatic,2000,29309,2024-01-12,2025-02-16,Second,24951,7,0,12.39181857542368,Worn Out,Good,New,0
SUV,39101,Poor,5,5,Electric,Manual,2000,136197,2023-11-06,2025-01-24,First,7907,5,2,10.088878889414012,New,New,Weak,1
Van,64690,Average,4,4,Diesel,Automatic,1000,8910,2023-09-13,2024-08-02,Third,26244,5,2,15.99138565349029,New,Good,Good,1
Car,33391,Good,3,7,Electric,Automatic,800,138014,2024-02-16,2024-04-29,Second,14566,5,0,19.95130971958134,Worn Out,Good,Good,0
Truck,57450,Good,4,10,Diesel,Automatic,1000,114874,2023-10-15,2024-05-24,Third,19056,3,0,17.612060557302446,Worn Out,Worn Out,Weak,1
Car,72424,Good,4,9,Petrol,Manual,2500,65641,2023-04-08,2024-10-21,Third,11195,2,1,16.23743600736094,Worn Out,Good,Weak,1
Van,44128,Poor,4,9,Diesel,Automatic,2500,70619,2024-01-07,2024-10-04,Third,28411,10,0,18.798531809988706,Good,New,Good,1
Truck,73292,Average,4,5,Diesel,Automatic,1000,26751,2023-07-08,2025-08-13,First,20142,4,1,14.58074459702278,New,New,Weak,1
Motorcycle,61702,Average,2,4,Diesel,Manual,2000,10454,2024-01-03,2024-07-04,Second,23900,3,3,19.02387402249073,Good,New,New,0
Car,64866,Good,3,2,Electric,Manual,1500,142436,2023-05-13,2025-07-14,First,28312,8,1,12.620692846524227,Good,Worn Out,Weak,1
Bus,52509,Good,3,9,Electric,Manual,1500,79117,2024-01-24,2025-03-10,First,16123,3,2,14.25224381399709,Good,Good,Weak,1
Van,63343,Good,4,3,Diesel,Manual,800,83331,2023-07-01,2025-02-20,Second,5433,10,1,14.81925193613915,Worn Out,Good,Weak,1
SUV,35814,Good,2,8,Diesel,Automatic,1500,36400,2024-02-06,2025-01-26,Second,12774,2,2,18.10396352186231,Worn Out,Good,Good,0
Car,35165,Good,2,8,Diesel,Manual,800,57562,2023-08-17,2026-01-18,First,17915,7,2,13.990560210311585,Worn Out,Good,New,0
Bus,30070,Good,3,3,Petrol,Automatic,800,97848,2023-05-03,2025-11-03,First,28993,2,0,17.339134001994157,New,Good,New,0
Motorcycle,63346,Poor,5,7,Petrol,Automatic,2500,133916,2023-12-24,2025-05-11,Second,20188,6,1,10.81034306137173,New,Worn Out,Weak,1
SUV,39921,Average,0,1,Petrol,Manual,2000,73118,2023-11-07,2024-08-04,Third,25585,9,0,12.606995610071227,Worn Out,Worn Out,Weak,1
Bus,46401,Good,5,8,Diesel,Automatic,1500,143193,2023-06-07,2025-08-17,Second,21905,3,0,15.899638648777712,New,New,Weak,1
Car,71303,Average,2,1,Electric,Manual,2500,1053,2023-05-10,2025-02-23,First,11292,1,2,18.97070158400355,New,New,New,0
SUV,75699,Good,4,8,Petrol,Automatic,800,27935,2023-10-01,2025-04-01,First,22201,6,1,12.026373111668978,Good,New,Good,1
Car,32747,Good,1,2,Petrol,Automatic,2000,15133,2023-09-22,2025-06-01,Third,23975,3,3,11.46778710836552,Good,Good,New,0
Truck,65437,Average,5,6,Electric,Automatic,2000,107898,2023-06-04,2025-05-15,First,28183,1,0,13.188226476757851,Worn Out,Good,Good,1
Bus,58950,Good,5,4,Petrol,Manual,2500,148504,2023-10-30,2025-07-05,First,8569,7,3,10.673214492474564,Good,Good,Good,1
Van,43676,Poor,1,8,Diesel,Manual,1000,89017,2024-02-22,2025-12-21,First,15248,7,1,16.231254446402428,New,Good,New,0
Truck,51872,Good,4,3,Diesel,Manual,1000,142378,2023-05-25,2025-07-07,Second,6062,5,2,14.757776861766446,New,New,Good,1
Van,77272,Good,0,6,Diesel,Automatic,2000,96315,2023-04-01,2024-10-23,Third,27472,5,3,19.013238935185782,New,New,Good,0
Van,37451,Good,4,8,Diesel,Automatic,2500,79256,2024-02-01,2024-07-13,First,11135,6,0,19.706604076294298,New,Worn Out,Weak,1
